Company Name,Names,Sales Package,Model Number,Model Name,Type,Bluetooth,Memory Card Slot,Configuration,Power Output (RMS),Color,Wired/Wireless,Subwoofer,Wall Mountable Satellite,Built-in Fm Radio,Outdoor Usage,Frequency Response,Power Source,Impedance,Portable,Width,Height,Depth,Cable Length,Satellite Depth,Satellite Height,Satellite Width,Satellite Weight,Subwoofer Weight,Subwoofer Depth,Subwoofer Height,Subwoofer Width,Center Satellite Weight,Center Satellite Depth,Center Satellite Height,Center Satellite Width,Tweeter Diameter,Warranty Summary,Covered in Warranty,Domestic Warranty,Not Covered in Warranty,Warranty Service Type,International Warranty,Driver Size,Chassis Material,Other Features,Remote Control Support,Controls,Separation,Power Input,Sensitivity,Coverage Pattern,Other System Requirements,Technology Used,Price,Reviews,Ratings Count,Ratings,Five Stars,Four Stars,Three Stars,Two Stars,One Stars,Links
SAREGAMA,"SAREGAMA Carvaan Marathi 10 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Marathi,,Home Theatre,Yes,No,Stereo,10 W,Red,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,28.9 cm,22.6 cm,8.4 cm,,,,,,,,,,,,,,,,,1 Year,,,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"220 V, 50 Hz",,,,,"₹6,290",39 Reviews,502,4.3,334,98,19,10,41,https://www.flipkart.com/saregama-carvaan-marathi-10-w-bluetooth-home-theatre/p/itmf7dsgrekx5ujq?pid=ACCF7DQK2F7NH85G&lid=LSTACCF7DQK2F7NH85G0KP713&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_671&otracker=browse&fm=organic&iid=en_-1L25DV8LomuEkbRj81bqvzuyJHBcEtCH-AfwglU-uecZhd2UgU9O3nDumFOGRCc4FaLpC3n23pl4LBXlme0og%3D%3D&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
SAREGAMA,"SAREGAMA Carvaan Bengali 10 W Bluetooth Home Theatre  (Prorcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",SC03,Carvaan Bengali,Home Theatre,Yes,No,Stereo,10 W,Beige,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,1 m,,,,,,,,,,,,,,,Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹5,990",87 Reviews,861,4.5,631,131,22,16,61,https://www.flipkart.com/saregama-carvaan-bengali-10-w-bluetooth-home-theatre/p/itmf225qpympgr4f?pid=ACCF225QQHXEYZRJ&lid=LSTACCF225QQHXEYZRJQKTGOC&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_672&otracker=browse&fm=organic&iid=en_-1L25DV8LomuEkbRj81bqvzuyJHBcEtCH-AfwglU-udYlK6p9a2lqaNn4hvK1e6NczXtQd86bErArPXEnMP0eQ%3D%3D&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
TRONICA,"TRONICA BT-333 Bluetooth Home Theater with Powerful Sound, Bass System, Excellent Clear FM Radio, Remote Control, Aux-in Port, USB/SD/Smart TV Support 35 W Bluetooth Home Theatre  (Black, 2.1 Channel)","2 SPEAKERS, MANUAL","BT-333 Bluetooth Home Theater with Powerful Sound, Bass System, Excellent Clear FM Radio, Remote Control, Aux-in Port, USB/SD/Smart TV Support",,Home Theatre,Yes,No,2.1,35 W,Black,Wired & Wireless,,Yes,Yes,No,,220v,,,38 cm,33 cm,20 cm,,,,,,,,,,,,,,,,,3 Months,damage breakage moisture,,,,"wood, plastic Chassis",,,,,,,,,,"₹2,399",4 Reviews,12,3.8,,,,,,https://www.flipkart.com/tronica-bt-333-bluetooth-home-theater-powerful-sound-bass-system-excellent-clear-fm-radio-remote-control-aux-in-port-usb-sd-smart-tv-support-35-w-theatre/p/itma9debd81ec1d0?pid=ACCG9RJ3ZXDMWBG3&lid=LSTACCG9RJ3ZXDMWBG33AMPSJ&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_673&otracker=browse&fm=organic&iid=26cdc668-1c2c-4c7f-96d6-a417f87c08a1.ACCG9RJ3ZXDMWBG3.SEARCH&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
ZSIV,"ZSIV E-7 Soundbar Dj Mini Speakers Bass New Arrival Wireless Bluetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported Speaker Wireless Rechargeable 100% Brand New Top Selling Stereo DJ Multimedia Portable Speaker for Mobile/Tablet Long Life Battery Bluetooth Speaker, |3D Ultra sound| Splashproof| Water resistant| Extra Baas Stereo sound quality | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life | Wireless rechargeable portable Premium bass Multimedia | splashproof high sound bluetooth speaker | New Arriving Power boost high sound blast with ultra 3d bass New arrival waterproof/splashproof mini dynamite thunder sound Wireless Bluetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported, Wireless 10W Speaker SP-30 with In-Built Mobile Stand 6 Hours Playtime FM Radio TWS Function/TF Card/USB Ultra 3D Bass Splashproof Mini Dynamite Wireless Bluetooth Speaker for car/laptop/home audio & gaming Mini Speaker 10 W Bluetooth Home Theatre  (Multicolor, Stereo Channel)","1 Speaker And USB Cable,, Description Chart","E-7 BoomsBass Series L6 Wireless Portable Bluetooth Speaker with Built in Mic, HiFi Sound & Deep Bass Also Support PenDrive, SD Card, AUX, FM & Call Function","E-7 Soundbar Dj Mini Speakers Bass New Arrival Wireless Bluetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported Speaker Wireless Rechargeable 100% Brand New Top Selling Stereo DJ Multimedia Portable Speaker for Mobile/Tablet Long Life Battery Bluetooth Speaker, |3D Ultra sound| Splashproof| Water resistant| Extra Baas Stereo sound quality | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life | Wireless rechargeable portable Premium bass Multimedia | splashproof high sound bluetooth speaker | New Arriving Power boost high sound blast with ultra 3d bass New arrival waterproof/splashproof mini dynamite thunder sound Wireless Bluetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported, Wireless 10W Speaker SP-30 with In-Built Mobile Stand 6 Hours Playtime FM Radio TWS Function/TF Card/USB Ultra 3D Bass Splashproof Mini Dynamite Wireless Bluetooth Speaker for car/laptop/home audio & gaming Mini Speaker",Home Theatre,Yes,Yes,Stereo,10 W,Black,Wireless,2,Yes,Yes,Yes,80Hz-180Khz,BATTERY,32,,40 cm,10 cm,10 cm,1 m,,,,,,,,,,,,,,7 Days Replacement Warranty,MANUFECTUR DEFECT,,Damage Product,7 Days Replacement Warranty,,52,"No, No, YES Chassis Chassis","ULTRA SOUND Speaker has a Cool appearance, Football shape design, fashionable and sporty,Support USB, Support TF card, FM Radio function, Bluetooth functionality built-in microphone can answer the phone,stereo input out put., Enjoy True, Full Room Sound From Our Resonance Technology And Tri-Band Sound Frequency. The Speaker Captures The High Highs And The Deepest Lows, Giving You Rich, Full Surround Sound, The Ultimate, High-Powered Portable Bluetooth Speaker With Powerful Stereo Sound And A Power Bank All In One Package. A Built-In Noise And Echo-Cancelling Speakerphone Gives",NO,"BUTTON TO DECREASE VOLUME, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS, PLAY/PAUSE :- LONG PRESS + BUTTON TO INCREASE VOLUME",40,5,90 dB,50,"Before first use charge atlest for long Battery, Portable mobile Bluetooth speaker with good battery backup","BLUETOOTHWIRELESS,AUXSD CARDPANDRIVE",₹949,0 Reviews,6,2.8,,,,,,https://www.flipkart.com/zsiv-e-7-soundbar-dj-mini-speakers-bass-new-arrival-wireless-bluetooth-speaker-car-laptop-home-audio-gaming-usb-fm-tf-card-line-aux-supported-rechargeable-100-brand-top-selling-stereo-multimedia-portable-mobile-tablet-long-life-battery-speaker-3d-ultra-sound-splashproof-water-resistant-extra-baas-sound-quality-home-theatre-supported-speaker-hour-premium-splashproof-high-arriving-power-boost-blast-3d-waterproof-splashproof-dynamite-thunder-supported-10w-sp-30-in-built-mobile-stand-6-hours-playtime-fm-radio-tws-function-tf-card-usb-10-w-theatre/p/itm50fefb8f0ff6f?pid=ACCG9D2FCAG6GW9Y&lid=LSTACCG9D2FCAG6GW9YNAYPYK&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_674&otracker=browse&fm=organic&iid=26cdc668-1c2c-4c7f-96d6-a417f87c08a1.ACCG9D2FCAG6GW9Y.SEARCH&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
TRONICA,"TRONICA PS-03 50 W Bluetooth Home Theatre  (Black, 2.1 Channel)","REMOTE, WARRANTY CARD",Premium Series PS-03 2.1 Bluetooth 50W Digital Home Theater System,PS-03,Home Theatre,Yes,Yes,2.1,50 W,Black,Wired,1,Yes,Yes,No,,AC,,,20 cm,38 cm,30 cm,1 m,,,,,,,,,,,,,,,,3 Months,,,3 Months,,"WOOD, PLASTIC Chassis",,WIRELESS,,,,,,,,"₹2,299",,,,,,,,,https://www.flipkart.com/tronica-ps-03-50-w-bluetooth-home-theatre/p/itmacd02f175be21?pid=ACCGRYEGFT7HCZGE&lid=LSTACCGRYEGFT7HCZGEJZJD0V&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_675&otracker=browse&fm=organic&iid=26cdc668-1c2c-4c7f-96d6-a417f87c08a1.ACCGRYEGFT7HCZGE.SEARCH&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
Musify,"Musify 100% GOOD QUALITY TG-162 Powerpact Stereo Audio deep bass Portable Rechargeable Splash/Waterproof Mini Dynamite Best /Wireless/Gaming/Outdoor/Home Audio Speaker/Speakers with tf/fm Slot 10 W Bluetooth Home Theatre  (Black, Stereo Channel)",1 SPEAKER,100% GOOD QUALITY TG-162 Powerpact Stereo Audio deep bass Portable Rechargeable Splash/Waterproof Mini Dynamite Best /Wireless/Gaming/Outdoor/Home Audio Speaker/Speakers with tf/fm Slot,,Home Theatre,Yes,Yes,Stereo,10 W,Black,Wired & Wireless,1,,Yes,Yes,300,BATTERY,4,,8 cm,10 cm,6 cm,,,,,,,,,,,,,,,NA,NA,,NA,NA,,52,PLASTIC Chassis,"Dual-mode power supply: built-in lithium battery, can be used via USB interface, power supply, or use DC5V USB power supply, dual power supply mode free choice",,"Call Receive/Reject, PLAY/PAUSE",,4,42 dB,,,BLUETOOTH,₹549,,,,,,,,,https://www.flipkart.com/musify-100-good-quality-tg-162-powerpact-stereo-audio-deep-bass-portable-rechargeable-splash-waterproof-mini-dynamite-best-wireless-gaming-outdoor-home-speaker-speakers-tf-fm-slot-10-w-bluetooth-home-theatre/p/itmab508dc1a25f8?pid=ACCG7JHHZBNRZHZR&lid=LSTACCG7JHHZBNRZHZRX2L6GF&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_676&otracker=browse&fm=organic&iid=26cdc668-1c2c-4c7f-96d6-a417f87c08a1.ACCG7JHHZBNRZHZR.SEARCH&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
SAREGAMA,"SAREGAMA Carvaan Bengali 6 W Bluetooth Home Theatre  (Cherrywood Red, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",Carvaan Bengali,,Home Theatre,Yes,No,Stereo,6 W,Red,Wireless,,No,Yes,Yes,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,,,,,,,,,,,,,,,,,1 Year,,,,,"Yes, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,"230 V AC, 50 Hz, 6 W",,,,,"₹6,290",87 Reviews,861,4.5,631,131,22,16,61,https://www.flipkart.com/saregama-carvaan-bengali-6-w-bluetooth-home-theatre/p/itmf7dtfz2hshkqy?pid=ACCF7DQKMYG6TYFG&lid=LSTACCF7DQKMYG6TYFGLS99R2&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_677&otracker=browse&fm=organic&iid=en_-1L25DV8LomuEkbRj81bqvzuyJHBcEtCH-AfwglU-ue2ZZDXewa5-76MDoSBmOzIP8rUiRb-icp9pzSpNxttfA%3D%3D&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
SAREGAMA,"SAREGAMA Carvaan Telugu 10 W Bluetooth Home Theatre  (Porcelain White, Stereo Channel)","1 Music Player, 1 Charger, 1 User Manual, 1 Remote",SC03,Carvaan Telugu,Home Theatre,Yes,No,Stereo,10 W,White,Wireless,,No,Yes,,200-10000 Hz,Battery,4 Ohms,,27 cm,17 cm,8 cm,,,,,,,,,,,,,,,,Warranty of the product is limited to manufacturing defects only,1 Year,"Warranty does not cover plastics parts, charger, remote or damage caused to the product due to improper installation by customer, normal wear and tear, display panel, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, any damage caused due to tampering of the product by an unauthorized agent, liability for loss of data",,,,"No, ABS Plastic Chassis",,Yes,"Previous, Next, Knob Dial, Volume, Mode Buttons",,230 V AC,,,,,"₹5,990",5 Reviews,65,4,37,13,4,2,9,https://www.flipkart.com/saregama-carvaan-telugu-10-w-bluetooth-home-theatre/p/itm7d5aefbb7d12e?pid=ACCG73QAUDSB6DJK&lid=LSTACCG73QAUDSB6DJKDOPWYL&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_678&otracker=browse&fm=organic&iid=en_-1L25DV8LomuEkbRj81bqvzuyJHBcEtCH-AfwglU-ucBXJrRUaxwi7mDcBuNlyCXzI5Pwn7XbKBxtIqcUaY5KQ%3D%3D&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.flipkart.com/cihyard-wooden-dj-power-boost-high-sound-blast-ultra-3d-bass-bluetooth-speaker-10-w-home-theatre/p/itm1c07c271f1050?pid=ACCGB9YYCH3SZKZB&lid=LSTACCGB9YYCH3SZKZBDVNNGC&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_679&otracker=browse&fm=organic&iid=26cdc668-1c2c-4c7f-96d6-a417f87c08a1.ACCGB9YYCH3SZKZB.SEARCH&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.flipkart.com/bic-america-v80-200-w-home-theatre/p/itmb8bfe3d6ad0b9?pid=HTHFYAQBF2G8RY6J&lid=LSTHTHFYAQBF2G8RY6JTMNV3I&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_17_680&otracker=browse&fm=organic&iid=26cdc668-1c2c-4c7f-96d6-a417f87c08a1.HTHFYAQBF2G8RY6J.SEARCH&ppt=None&ppn=None&ssid=m975jsmiv40000001701148000085
Target,"Target TARGET TT-D5109 FM-USB-BT PMPO : 32500 WATTS RMS : 155 WATTS 155 W Bluetooth Home Theatre  (Black, 5.1 Channel)","SUB WOOFER 1, SATELLITE SPEAKERS 5",D5109,TARGET TT-D5109 FM-USB-BT PMPO : 32500 WATTS RMS : 155 WATTS,Home Theatre,Yes,No,5.1,155 W,Black,Wired,1,Yes,Yes,No,,,,,30 cm,70 cm,30 cm,,,,,,,,,,,,,,,6 MONTHS FROM THE DATE OF PURCHASE,MANUFACTURING DEFECTS,6 Months,,,,5.25,,,,,,,,,,,"₹3,324",47 Reviews,318,3.8,150,58,44,18,48,https://www.flipkart.com/target-tt-d5109-fm-usb-bt-pmpo-32500-watts-rms-155-w-bluetooth-home-theatre/p/itmffd3a1b0f1881?pid=ACCGFUJKTJSB6RXF&lid=LSTACCGFUJKTJSB6RXF7WWZBE&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_18_681&otracker=browse&fm=organic&iid=en_8FkmFktrRAGX7oE4yOraiATeAWDZef6aItOxMIxrw9VebfAn38TgPw_vovEdXto1Yj4EMnXUdkGripWh4QWVlA%3D%3D&ppt=None&ppn=None&ssid=v2dyvoiiow0000001701148017176
Blaupunkt,"Blaupunkt SBW550 5.1 Surround Soundbar with Rear Satellites and 20.3cm Subwoofer 300 W Bluetooth Home Theatre  (Black, 5.1 Channel)","1N Soundbar,1N Woofer,1N Aux Cable,1N Remote Control",SBW550 5.1 Surround Soundbar with Rear Satellites and 20.3cm Subwoofer,,Home Theatre,Yes,,5.1,300 W,Black,,,,,,,,,,97.5 cm,51 cm,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₹10,999",15 Reviews,127,4.3,75,35,5,3,9,https://www.flipkart.com/blaupunkt-sbw550-5-1-surround-soundbar-rear-satellites-20-3cm-subwoofer-300-w-bluetooth-home-theatre/p/itmd692c5ef5ac2b?pid=ACCGRENCYVZERWWM&lid=LSTACCGRENCYVZERWWMEAYMJY&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_18_682&otracker=browse&fm=organic&iid=en_8FkmFktrRAGX7oE4yOraiATeAWDZef6aItOxMIxrw9WEIo2_c-voE1qduTYIp_3VFLc0hNJNpkffw_MvRF3ByQ%3D%3D&ppt=None&ppn=None&ssid=v2dyvoiiow0000001701148017176
Buy,"Buy Genuine 887 Wireless Mini With Electronic Rechargeable Lighter 5 W Bluetooth Home Theatre  (Gold, Stereo Channel)","1 X Bluetooth Speaker, 1 X USB Cable",887 Wireless Mini With Electronic Rechargeable Lighter,,Home Theatre,Yes,Yes,Stereo,5 W,Gold,Wireless,1,Yes,Yes,Yes,200-20000,Battery,4,,8 cm,5 cm,7 cm,1.6 m,93 mm,95 mm,92 mm,0.1 kg,0.2 kg,93 mm,95 mm,92 mm,0.1 kg,93 mm,95 mm,92 mm,13 mm,10 Days Replacement Warranty,NA,,10 Days Replacement Warranty,NA,,4 inch,"Yes, ABS, Metal Chassis","Built-in FM radio Plug-in style mini speaker supports TF/SD card Compatible with table PCs, smart phones and various kinds of Bluetooth-enabled devices. USB interface design, plug and play, easy to install and operate. Portable design convenient for you to carry with, enjoy music at any time and at any places. Power Output (RMS): 5 W.",Wireless,"Volume, Play, Pause, Track Control",Greater Than 40 dB,100-240 V AC,108 dB,70 Degree,"WS-887 Bluetooth Speaker with Powerful Rechargeable Battery. It is compatible with laptops, MP3/4 devices, TF/USB Flash Drive, Mobiles/Smartphones, or any audio device that has Bluetooth functionality or has a 3.5mm jack input. Bluetooth Multimedia Speaker System with Mobiles/Smartphones/Tablets/ Computer/Laptop/Pen Drive / SD Card (with compatible phones). Performance gives excellent audio output when you are enjoying your movies in your own comfort. With the Bluetooth, it sends good interference-free performance, high data rate, high quality and efficiency. Did we mention it comes with a Built-In Microphone.",Multipoint Technology,₹429,0 Reviews,4,3.5,,,,,,https://www.flipkart.com/buy-genuine-887-wireless-mini-electronic-rechargeable-lighter-5-w-bluetooth-home-theatre/p/itmc307f39f705fb?pid=ACCFJFBH2J2PXTQ7&lid=LSTACCFJFBH2J2PXTQ7A8KHVA&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_18_683&otracker=browse&fm=organic&iid=b5a59e79-65ed-4ecc-8548-09bbc125c567.ACCFJFBH2J2PXTQ7.SEARCH&ppt=None&ppn=None&ssid=v2dyvoiiow0000001701148017176
samphalos,"samphalos WS-04 Wireless Led Light Dynamic Boost Sound DJ Carry Subwoofer Handle Travel 10 W Bluetooth Home Theatre  (Black, 4.1 Channel)","1CHARGING CABLE, 1. SPEAKER",WS-04 Wireless Led Light Dynamic Boost Sound DJ Carry Subwoofer Handle Travel,WS-04 Wireless Led Light Dynamic Boost Sound DJ Carry Subwoofer Handle Travel,Home Theatre,Yes,Yes,4.1,10 W,Black,Wireless,1,Yes,Yes,Yes,300,BATTERY,4,,12 cm,10 cm,8 cm,10 m,8 mm,10 mm,12 mm,0.3 kg,0.3 kg,8 mm,10 mm,12 mm,0.3 kg,8 mm,10 mm,12 mm,,NA,NA,,NA,NA,,52,"Yes, PLASTIC Chassis",WS-04 Wireless Led Light Dynamic Boost Sound DJ Carry Subwoofer Handle Travel,WIRELESS,PREV/NEXT-PLAY/PAUSE-VOL-RECORDING,40,10,,HARD ABS PLASTIC,WS-04 Wireless Led Light Dynamic Boost Sound DJ Carry Subwoofer Handle Travel,,₹854,,,,,,,,,https://www.flipkart.com/samphalos-ws-04-wireless-led-light-dynamic-boost-sound-dj-carry-subwoofer-handle-travel-10-w-bluetooth-home-theatre/p/itmae36b9d9c3857?pid=ACCGUQQHDFXKGHPC&lid=LSTACCGUQQHDFXKGHPCLOTXFV&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_18_684&otracker=browse&fm=organic&iid=b5a59e79-65ed-4ecc-8548-09bbc125c567.ACCGUQQHDFXKGHPC.SEARCH&ppt=None&ppn=None&ssid=v2dyvoiiow0000001701148017176
samphalos,"samphalos Ws-04 Speaker With Mic Super Bass Bluetooth compatible for phones 10 W Bluetooth 10 W Bluetooth Home Theatre  (Black, 4.1 Channel)","1CHARGING CABLE, 1. SPEAKER",Ws-04 Speaker With Mic Super Bass Bluetooth compatible for phones 10 W Bluetooth,Ws-04 Speaker With Mic Super Bass Bluetooth compatible for phones 10 W Bluetooth,Home Theatre,Yes,Yes,4.1,10 W,Black,Wireless,1,Yes,Yes,Yes,300,BATTERY,4,,12 cm,10 cm,8 cm,10 m,8 mm,10 mm,12 mm,0.3 kg,0.3 kg,8 mm,10 mm,12 mm,0.3 kg,8 mm,10 mm,12 mm,,NA,NA,,NA,NA,,52,"Yes, PLASTIC Chassis",Ws-04 Speaker With Mic Super Bass Bluetooth compatible for phones 10 W Bluetooth,WIRELESS,PREV/NEXT-PLAY/PAUSE-VOL-RECORDING,40,10,,HARD ABS PLASTIC,Ws-04 Speaker With Mic Super Bass Bluetooth compatible for phones 10 W Bluetooth,,₹854,,,,,,,,,https://www.flipkart.com/samphalos-ws-04-speaker-mic-super-bass-bluetooth-compatible-phones-10-w-home-theatre/p/itmaa417e3a29398?pid=ACCGUQPP5DSHUBPW&lid=LSTACCGUQPP5DSHUBPWGVP1KS&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_18_685&otracker=browse&fm=organic&iid=b5a59e79-65ed-4ecc-8548-09bbc125c567.ACCGUQPP5DSHUBPW.SEARCH&ppt=None&ppn=None&ssid=v2dyvoiiow0000001701148017176
Musify,"Musify WS-01|3D Sound Splashproof Water Resistant Led Color Changing Lights Speaker 10 W Bluetooth Home Theatre  (Black, 2.1 Channel)",1 speaker,WS01 Trolley Speaker Mini Home Theatre 3D Sound|Subwoofer Home HiFi Audio System,WS-01|3D Sound Splashproof Water Resistant Led Color Changing Lights Speaker,Home Theatre,Yes,Yes,2.1,10 W,Black,,,,Yes,Yes,200-20000 HZ,,,,11 cm,9 cm,9 cm,,,,,,,,,,,,,,,,,,,,,,ABS plastic Chassis,,,,,100 - 240 V AC,42 dB,,,Bluetooth,₹556,0 Reviews,5,2.6,,,,,,https://www.flipkart.com/musify-ws-01-3d-sound-splashproof-water-resistant-led-color-changing-lights-speaker-10-w-bluetooth-home-theatre/p/itmf77eeba12eda8?pid=ACCGH2WZSUAFADQZ&lid=LSTACCGH2WZSUAFADQZ1FCQ8L&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_18_686&otracker=browse&fm=organic&iid=b5a59e79-65ed-4ecc-8548-09bbc125c567.ACCGH2WZSUAFADQZ.SEARCH&ppt=None&ppn=None&ssid=v2dyvoiiow0000001701148017176
Panasonic,"Panasonic SC-HT550GW-K 150 W Bluetooth Home Theatre  (Black, 5.1 Channel)","1 Subwoofer, 1 Audio Cable, User Manual, Warranty Card, Remote Control",SC-HT550GW-K,,Home Theatre,Yes,No,5.1,150 W,Black,Wired & Wireless,1,Yes,No,,20Hz-20KHz,AC Adapter,,,34.2 cm,58.5 cm,43.1 cm,1.5 m,111 mm,200 mm,102 mm,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,1 Year,"Physical Damages, Scratches, Aesthetic Defects will Not be Covered Under Warranty",On-site,,"6.5 inch (Subwoofer), 3 inch (Satellite)","Wood (Subwoofer), Plastic (Satellite) Chassis",,,,,,,,,,"₹10,990",102 Reviews,735,4,421,122,52,30,110,https://www.flipkart.com/panasonic-sc-ht550gw-k-150-w-bluetooth-home-theatre/p/itm5b4c563beea1e?pid=ACCG4NSJZGUUGDRT&lid=LSTACCG4NSJZGUUGDRTXQ0JX6&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_18_687&otracker=browse&fm=organic&iid=en_8FkmFktrRAGX7oE4yOraiATeAWDZef6aItOxMIxrw9WFeA3fp2RGR01OTnG9H8d62LvJFzONXyA0vGuFKDDmVQ%3D%3D&ppt=None&ppn=None&ssid=v2dyvoiiow0000001701148017176
None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.flipkart.com/saregama-carvaan-premium-punjabi-10-w-bluetooth-home-theatre/p/itmc8b27591f0c23?pid=ACCGF37G8MYAJS7A&lid=LSTACCGF37G8MYAJS7AXU03WG&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_18_688&otracker=browse&fm=organic&iid=en_8FkmFktrRAGX7oE4yOraiATeAWDZef6aItOxMIxrw9XUwGY2Rx1p9J02-YFsI_dj0zZLzfKEuS4Mf_ELyn5AEw%3D%3D&ppt=None&ppn=None&ssid=v2dyvoiiow0000001701148017176
